"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
68137,3/31/2026 0:00:00,24276,0,0,0,0,248118778,11934232,466736,367709928,0,248118778,11934232,466736,0,0,0,48,0,0,0,0,122025,0,0,0,0,0,0,0,0,3889056,0,332495,0,0,0,0,0,0,0,0,0,0,0,326010,0,0,0,0,0,0,0,0,1541288,33039,258161,487134,112500,148379,95301,0,15000,0,0,11100,8686,9344697,0,0,15520748,0,0,0,0,0,15162212,0,0,0,0,1759,8250,447,20131,0,512,31099,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,4221551,0,529027,1562041,0,460764,0,262481,0,0,0,0,0,0,0,0,2471424,17479913,0,0,0,0,0,0,0,0,439457,0,41417408,1126,0,2217362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64500000,0,0,64500000,123801949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68138,3/31/2026 0:00:00,23981,0,0,0,0,48131114,4647062,242702,59698797,0,48131114,4647062,242702,0,0,0,5,0,0,0,0,122025,0,0,0,0,0,0,0,0,599189,0,110232,0,0,0,0,0,0,0,0,0,0,0,194110,0,0,0,0,0,0,0,0,387122,737,33517,49979,20018,29931,152909,0,9503,0,0,14463,4630,6939604,90146,0,1863069,0,0,0,0,718405,1095540,0,0,0,0,328,3047,49,4312,413,1,8150,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,709421,0,196379,93212,0,109779,0,283788,1,0,0,0,0,0,0,0,921019,3111102,0,0,0,0,0,0,0,0,0,0,7056359,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68144,3/31/2026 0:00:00,23921,0,0,0,0,2984076,0,0,4531919,0,2984076,0,0,0,0,0,4,0,0,0,0,92025,0,0,0,0,0,0,0,0,50144,0,16191,0,0,0,0,0,0,0,0,0,0,0,2331,0,0,0,0,0,0,0,0,23281,400,4969,2815,250,1547,2400,0,2163,0,0,3545,812,1630715,13893,0,466691,0,0,0,0,0,29177,0,0,0,22,276,0,0,418,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,66335,0,2353,21527,0,-25317,0,19570,0,0,0,0,0,0,0,0,400,658935,0,0,0,0,0,0,0,0,0,0,1546029,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68148,3/31/2026 0:00:00,23897,0,0,0,0,67012392,2606381,133654,78905675,0,67012392,2606381,133654,0,0,0,25,0,0,0,0,122024,0,0,0,0,0,0,0,0,923166,0,179087,0,0,0,0,0,0,0,0,0,0,0,142038,0,0,0,0,0,0,0,0,523343,34130,59512,404854,21661,23572,58189,0,0,0,0,5100,24968,28780118,0,0,5204208,0,0,0,0,2143018,2348253,0,0,0,26232,396,2436,131,6863,562,161,10549,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1102253,0,481353,268607,0,6051,0,359657,0,0,0,0,0,0,0,0,616336,5168447,0,0,0,0,0,0,0,0,0,0,8587156,1088,0,0,0,325310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,21607754,0,0,0,0,0,0,0,0,0,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68150,3/31/2026 0:00:00,1091,0,0,0,0,178072496,8945002,956767,207578057,0,178072496,8945002,956767,0,0,0,36,0,0,0,0,122025,0,0,0,0,0,0,0,0,1926070,0,536686,0,0,0,0,0,0,0,0,0,0,0,211792,0,0,0,0,0,0,0,0,1050412,22381,130752,361322,33383,203701,363177,0,0,0,0,5180,42379,36821610,0,0,7843516,0,0,0,0,5257519,1567416,0,0,0,42864,1430,8957,632,19209,0,1562,31790,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,0,0,0,0,0,2462756,0,665031,667903,0,172833,0,1279304,194282,0,0,0,0,0,0,0,2852940,32231459,0,0,0,0,0,0,0,0,-377496,0,18087576,871,0,16854147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,32930769,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68153,3/31/2026 0:00:00,24046,0,0,0,0,801709,0,0,1032947,0,801709,0,0,0,0,0,0,0,0,0,0,62025,0,0,0,0,0,0,0,0,8499,0,3825,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,2895,0,0,1250,0,219,781,0,0,0,0,300,382,432339,0,0,77156,0,0,0,0,0,38904,0,0,0,0,0,0,0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12324,0,85,3772,0,2660,0,6804,3772,0,0,0,0,0,0,0,0,260263,0,0,0,0,0,0,0,0,0,0,222314,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68161,3/31/2026 0:00:00,23846,0,0,0,0,909577,0,0,1416865,0,1009650,0,0,0,0,0,3,0,0,0,0,82025,0,0,0,0,0,0,0,0,19101,0,54,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,6459,148,0,2412,0,1095,930,0,0,0,0,660,905,619270,0,0,347447,0,0,0,0,0,168150,0,0,0,0,0,0,0,213,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19155,0,306,5335,0,-15438,0,0,5335,0,0,0,0,0,0,0,0,239648,0,0,0,0,0,0,0,0,0,0,383346,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68165,3/31/2026 0:00:00,24062,0,0,0,0,503368,0,0,598898,0,503368,0,0,0,0,0,0,0,0,0,0,82025,0,0,0,0,0,0,0,0,2884,0,3990,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,3305,0,0,537,0,0,0,0,125,1560,70110,0,0,72723,0,0,0,0,0,22164,0,0,0,0,0,0,0,885,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6874,0,770,1038,0,854,0,0,1038,0,0,0,0,0,0,0,0,46304,0,0,0,0,0,0,0,0,0,0,91677,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68167,3/31/2026 0:00:00,23879,0,0,0,0,38498929,0,0,44663588,0,40382885,0,0,0,0,0,27,0,0,0,0,122025,0,0,0,0,0,0,0,0,370687,0,149450,0,0,0,0,0,0,0,0,0,0,0,73191,0,0,0,0,0,0,0,0,179960,282,20036,166675,22367,16140,8164,0,5067,0,0,7500,18536,1794382,47613,0,526868,0,0,0,0,220487,623021,0,0,1650,0,92,2062,66,4311,77,0,6610,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,520137,0,78964,77887,0,79049,0,227372,3668,0,0,0,0,0,0,43290111,354950,3361063,0,0,0,0,0,0,0,0,0,0,4098977,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68171,3/31/2026 0:00:00,23968,0,0,0,0,14110829,306447,24208,15928353,0,14110829,306447,24208,0,0,0,14,0,0,0,0,122025,0,0,0,0,0,0,0,0,177556,0,28613,0,0,0,0,0,0,0,0,0,0,0,43826,0,0,0,0,0,0,0,0,84332,1350,13491,50560,3255,10383,37516,0,0,0,0,1350,1633,4802383,0,0,1332502,0,0,0,0,979680,536323,0,0,0,5910,64,1030,28,2598,210,156,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,206169,0,49736,25398,0,19837,0,110559,50635,0,0,0,0,0,0,0,378621,1672294,0,0,0,0,0,0,0,0,0,0,1350680,848,0,0,0,74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68172,3/31/2026 0:00:00,23852,0,0,0,0,31630742,1102309,105208,36035943,0,31630742,1102309,105208,0,0,0,13,0,0,0,0,122024,0,0,0,0,0,0,0,0,287963,0,118643,0,0,0,0,0,0,0,0,0,0,0,7242,0,0,0,0,0,0,0,0,197035,0,16291,35200,13856,31841,81457,0,0,0,0,2700,4217,3286461,0,0,1266189,0,0,0,0,582418,1052989,0,0,0,0,388,1169,14,2309,0,226,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,406606,0,158151,80957,0,50453,0,297897,0,0,0,0,0,0,0,0,198696,1398047,0,0,0,0,0,0,0,0,0,0,3145199,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68173,3/31/2026 0:00:00,23901,0,0,0,0,19453203,1292613,0,25070424,0,19703406,1292613,0,0,0,0,2,0,0,0,0,92025,0,0,0,0,0,0,0,0,226558,0,80743,0,0,0,0,0,0,0,0,0,0,0,72384,0,0,0,0,0,0,0,0,151635,4000,11568,108758,7259,8003,4592,0,0,0,0,833,3735,6227808,38161,0,5191037,0,0,0,0,541076,1782780,0,0,0,11907,158,944,50,3933,0,34,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,307301,0,84291,54265,0,36111,0,159030,0,0,0,0,0,0,0,0,854918,3274207,0,0,0,0,0,0,0,0,0,0,3891368,1552,0,0,0,24718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68180,3/31/2026 0:00:00,21552,0,0,0,0,6466397,0,0,8100385,0,6466397,0,0,0,0,0,19,0,0,0,0,122024,0,0,0,0,0,0,0,0,54558,0,27911,0,0,0,0,0,0,0,0,0,0,0,13801,0,0,0,0,0,0,0,0,35557,0,0,24551,0,4203,13976,0,0,0,0,-6205,3041,926142,0,0,1046582,0,0,0,0,380086,687426,0,0,0,0,0,152,0,1628,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,82469,0,13801,24993,0,-9719,0,8257,0,0,0,0,0,0,0,0,153529,1254454,0,0,0,0,0,0,0,0,0,0,1421214,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68181,3/31/2026 0:00:00,24587,0,0,0,0,60455859,185687,21686,68915571,0,60455859,185687,21686,0,0,0,11,0,0,0,0,122025,0,0,0,0,0,0,0,0,559183,0,197038,0,0,0,0,0,0,0,0,0,0,0,120428,0,0,0,0,0,0,0,0,289265,1786,45718,192230,21080,58547,28366,0,413,0,0,1480,5654,14738332,0,0,5481824,0,0,0,0,0,1323961,0,0,0,0,300,2384,50,6839,0,126,9699,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,756221,0,187900,133662,0,129172,0,837512,35550,0,0,0,0,0,0,0,310190,2738144,0,0,0,0,0,0,0,0,0,0,7670868,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,16063116,0,0,0,0,0,0,0,0,0,8456997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68186,3/31/2026 0:00:00,3707,0,0,0,0,2230734111,14637914,2541109,2591492872,0,2231484111,14637914,2541109,0,0,0,389,0,0,0,0,122025,0,0,0,0,0,0,0,0,28878581,0,3293423,0,0,0,0,0,0,0,0,0,0,0,983047,0,0,0,0,0,0,0,0,9432677,222015,809006,3040661,524553,759191,2122648,0,0,0,0,55497,321102,335887115,0,0,412389284,0,0,0,0,39950052,31943687,0,0,0,0,10817,93398,3023,61467,0,6905,175611,0,0,0,0,0,0,0,0,0,0,0,0,0,308,3,0,0,0,0,0,0,32172004,0,4699188,8260946,0,8673602,0,0,0,0,0,0,0,0,0,0,14437774,326436735,0,0,0,0,0,0,0,0,0,0,336520911,1299,0,415063260,0,1493092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28514,587856146,0,0,0,0,0,0,0,0,0,1007680820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4892976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68187,3/31/2026 0:00:00,21514,0,0,0,0,4569646687,218546438,137340737,6501796742,0,4672751428,381367839,162557737,0,0,0,3445,0,0,0,0,122025,0,0,0,0,0,0,0,0,78015814,0,18922044,0,0,0,0,0,0,0,0,0,0,0,5354064,0,0,0,0,0,0,0,0,29235640,266385,2005356,9950324,794653,11007895,1181077,0,6187,0,0,39725,3199005,780912642,0,0,524262194,0,0,0,0,374611624,345080538,0,0,0,0,39560,289551,6089,631132,7,38884,1005384,0,0,0,0,0,0,0,0,0,0,0,0,0,759,8,0,0,0,0,0,0,96937858,0,29995476,41819126,0,10227961,0,844338,0,0,0,0,0,0,6302669395,0,52857946,522901411,0,0,0,0,0,0,0,-1346611,0,0,636808952,1010,0,2425567056,0,986754,0,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,30108112,0,0,0,0,0,415000000,165000000,40000000,620000000,2537079208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68190,3/31/2026 0:00:00,26240,0,0,0,0,31706153,6541,0,35165818,0,31706153,6541,0,0,0,0,0,0,0,0,0,92025,0,0,0,0,0,0,0,0,432097,0,69429,0,0,0,0,0,0,0,0,0,0,0,27026,0,0,0,0,0,0,0,0,129322,3516,17959,58667,2877,17021,60411,0,0,0,0,705,12814,2619901,0,0,626761,0,0,0,0,232383,534978,0,0,0,6596,278,955,0,2069,128,41,3471,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,501526,0,51107,137572,0,110845,0,84025,0,0,0,0,0,0,0,0,26838,3264858,0,0,0,0,0,0,0,0,0,0,3379454,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1038084,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68196,3/31/2026 0:00:00,22263,0,0,0,0,997371884,42091412,8263199,1210119720,0,997371884,42091412,8263199,0,0,0,159,0,0,0,0,122025,0,0,0,0,0,0,0,0,13925381,0,1542079,0,0,0,0,0,0,0,0,0,0,0,1833322,0,0,0,0,0,0,0,0,7216086,119717,688522,2022501,418466,253946,493798,0,0,0,0,32506,132886,135973814,0,0,78381260,0,0,0,0,35183808,9992517,0,0,0,29268,8999,47450,2290,92784,0,7841,159364,0,0,0,0,0,0,0,0,0,0,0,0,0,242,6,0,0,0,0,0,0,15467460,0,3140687,3519801,0,2762732,0,593710,0,0,0,0,0,0,0,0,12248233,109347688,0,0,0,0,0,0,0,0,0,0,146775460,1213,0,77228825,0,1105324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7469,151187174,0,0,0,0,0,0,0,0,0,166451850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68203,3/31/2026 0:00:00,22223,0,0,0,0,5176723915,106369605,9171351,6376176817,0,5289863749,146458605,9171351,0,0,0,1198,0,0,0,0,122025,0,0,0,0,0,0,0,0,74904756,0,12705041,0,0,0,0,0,0,0,0,0,0,0,7795669,0,0,0,0,0,0,0,0,29906469,537738,2873866,9391215,1440621,1477523,1001267,0,0,0,0,122087,1491407,1190163144,0,0,169693158,0,0,0,0,208598329,97739519,0,0,28987,0,23335,228640,6317,184107,0,39726,482642,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,27,0,0,0,0,0,0,87609797,0,10744229,32526046,0,7412325,0,5656250,192139,0,49595458,0,0,0,0,0,34078284,263874198,0,0,0,0,0,0,0,0,0,889101,648537624,1017,0,425999211,0,441971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74863,1469896926,0,0,0,0,0,126583333,125000000,0,251583333,2450417758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8247675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68204,3/31/2026 0:00:00,22233,0,0,0,0,177897596,46454928,3528499,279993098,0,197364596,46454928,3528499,0,0,0,73,0,0,0,0,92025,0,0,0,0,0,0,0,0,2925028,0,460948,0,0,0,0,0,0,0,0,0,0,0,108814,0,0,0,0,0,0,0,0,881732,0,130861,226343,26197,337686,240383,0,0,0,0,11937,8194,964441,1566384,0,1567478,0,0,0,0,2147814,287751,0,0,0,4567,2085,4014,267,17837,0,0,24292,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,3385976,0,193799,1566384,0,177343,0,114607,0,0,0,0,0,0,0,0,971993,61474200,0,0,0,0,0,0,0,0,0,0,30605062,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68205,3/31/2026 0:00:00,22224,0,0,0,0,72381406,1270170,56134,86491720,0,72381406,1270170,56134,0,0,0,1,0,0,0,0,122025,0,0,0,0,0,0,0,0,655780,0,186280,0,0,0,0,0,0,0,0,0,0,0,30057,0,0,0,0,0,0,0,0,438147,1108,20597,32593,18358,78308,69212,0,0,0,0,4737,12535,4379877,0,0,6870175,0,0,0,0,1925415,210254,0,0,0,0,326,2158,77,4039,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,842060,0,87346,176719,0,46972,0,67637,0,0,0,0,0,0,0,0,320722,4945132,0,0,0,0,0,0,0,0,0,0,12204243,1411,0,17261513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17624437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
