"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
12745,3/31/2026 0:00:00,6388,0,0,0,0,37941347,0,0,47521441,0,38944263,1002916,0,0,0,0,54,0,0,0,0,102025,0,0,0,0,0,0,0,0,298811,0,171199,0,0,0,0,0,0,0,0,0,0,0,9902,0,0,0,0,0,0,0,0,126239,0,19616,8606,248,22125,42804,0,8819,0,0,1906,4777,9616158,0,0,5503320,0,0,0,0,0,556615,0,0,0,0,0,391,75,3414,475,0,4357,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,470010,0,16106,249420,0,3847,0,12327,626,0,0,0,0,0,0,0,118045,1987988,0,0,0,0,0,0,0,0,0,0,7818143,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12748,3/31/2026 0:00:00,6391,0,0,0,0,1414351,0,0,1643941,0,1414351,0,0,0,0,0,3,0,0,0,0,32026,0,0,0,0,0,0,0,0,9551,0,6266,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,2262,0,0,8643,0,0,3000,0,0,0,0,674,22,105987,0,0,106803,0,0,0,0,0,278461,0,0,0,0,0,0,0,465,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15817,0,190,1116,0,2574,0,0,0,0,0,0,0,0,0,0,0,191354,0,0,0,0,0,0,0,0,0,0,229064,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,3/31/2026 0:00:00,6395,0,0,0,0,78187929,1122545,155377,91158053,0,78187929,1122545,155377,0,0,0,33,0,0,0,0,102025,0,0,0,0,0,0,0,0,468116,0,426434,0,0,0,0,0,0,0,0,0,0,0,40835,0,0,0,0,0,0,0,0,265664,391,32484,59018,5988,134077,180309,0,0,0,0,4733,1713,16892280,0,0,2897111,0,0,0,0,970234,1391146,0,0,0,5501,123,3128,159,8034,0,609,12053,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,894550,0,185256,93055,0,262154,0,450186,0,0,0,0,0,0,0,0,663474,5748640,0,0,0,0,0,0,0,0,0,0,11297158,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,12976182,0,0,0,0,0,0,0,0,0,6000000,0,0,194828,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12765,3/31/2026 0:00:00,6401,0,0,0,0,1313379923,14669780,4141011,1481213771,0,1313379923,14669780,4141011,0,0,0,393,0,0,0,0,122025,0,0,0,0,0,0,0,0,17679146,0,1814389,0,0,0,0,0,0,0,0,0,0,0,1617042,0,0,0,0,0,0,0,0,7030768,49376,1256079,3261101,261441,768275,998428,0,0,0,0,61865,432396,99505725,0,0,36542403,0,0,0,0,40267735,56882998,0,0,0,0,13808,62932,3849,121628,2554,6818,211589,0,0,0,0,0,0,0,0,0,0,0,0,0,244,2,0,0,0,0,0,0,19493535,0,4539109,4808858,0,2162307,0,417060,0,0,0,0,0,0,0,1440815801,19237555,141096867,0,0,0,0,0,0,0,0,0,0,144260975,1001,0,60681484,0,79453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9521,127994213,0,0,0,0,0,0,0,0,0,608426961,0,0,12322800,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12771,3/31/2026 0:00:00,6404,0,0,0,0,2405173,0,0,3266365,0,2761329,0,0,0,0,0,5,0,0,0,0,32025,0,0,0,0,0,0,0,0,43561,0,4113,0,0,0,0,0,0,0,0,0,0,0,2175,0,0,0,0,0,0,0,0,18709,0,2573,6610,0,198,1425,0,569,0,0,0,88,0,0,0,0,0,0,0,0,0,1473083,0,0,0,0,11,0,0,1177,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,47674,0,2895,4030,0,4367,0,0,1523,0,0,0,0,0,0,0,0,702226,0,0,0,0,0,0,0,0,0,0,476332,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162032,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12794,3/31/2026 0:00:00,6413,0,0,0,0,3375020,0,0,3657674,0,3375020,0,0,0,0,0,2,0,0,0,0,62025,0,0,0,0,0,0,0,0,34905,0,4130,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,9714,0,0,217,0,0,1815,0,662,0,0,0,1023,1618697,0,0,573735,0,0,0,0,0,21849,0,0,0,0,0,0,0,395,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,39035,0,375,25449,0,80,0,0,0,0,0,0,0,0,0,0,0,511075,0,0,0,0,0,0,0,0,0,0,282654,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12805,3/31/2026 0:00:00,6421,0,0,0,0,389519547,996000,0,430485669,0,395498547,996000,0,0,0,0,105,0,0,0,0,62025,0,0,0,0,0,0,0,0,3620933,0,1287380,0,0,0,0,0,0,0,0,0,0,0,582352,0,0,0,0,0,0,0,0,1960584,78843,146415,1131085,111854,368840,455949,0,3841,0,0,20106,15101,86704684,0,0,33108674,0,0,0,0,9637884,11137965,0,0,0,31250,747,16532,515,35910,0,1069,54775,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,4908313,0,1233818,512315,0,1041925,0,1050000,2056,0,0,0,0,0,0,0,2380804,70330915,0,0,0,0,0,0,0,0,0,0,45537066,1058,0,0,0,885946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4981,107789400,0,0,0,0,0,0,0,0,0,50000000,0,0,8077157,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12808,3/31/2026 0:00:00,6423,0,0,0,0,183460272,1715047,0,217244820,0,183460272,1715047,0,0,0,0,37,0,0,0,0,62025,0,0,0,0,0,0,0,0,2142394,0,610648,0,0,0,0,0,0,0,0,0,0,0,770118,0,0,0,0,0,0,0,0,927786,3350,110066,167118,48746,172415,280537,0,0,0,0,7454,12744,46565481,0,0,15789829,0,0,0,0,6635065,2315606,0,0,-22059,0,1845,8971,387,30286,0,79,41568,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,2753042,0,926274,858398,0,653155,0,192746,211479,0,0,0,0,0,0,0,1619485,22620123,0,0,0,0,0,0,0,0,-763170,0,32054401,1475,0,0,0,195125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,8763300,0,0,0,0,0,0,0,0,0,20000000,0,0,1853968,1718.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12813,3/31/2026 0:00:00,6427,0,0,0,0,34702708,719455,12096,46550704,0,34951708,719455,12096,0,0,0,28,0,0,0,0,122025,0,0,0,0,0,0,0,0,523002,0,74333,0,0,0,0,0,0,0,0,0,0,0,142854,0,0,0,0,0,0,0,0,308255,1215,4986,240534,4511,17568,62031,0,0,0,0,1710,5140,13057494,0,0,4177702,0,0,0,0,0,1842532,0,0,0,0,197,2358,109,5793,5,177,8640,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,597335,0,195349,83768,0,31668,0,30440,53147,0,0,0,0,0,0,0,1144126,7992137,0,0,0,0,0,0,0,0,0,0,10722045,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,4251749,0,0,0,0,0,0,0,0,0,3598000,0,0,690955,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12814,3/31/2026 0:00:00,6428,0,0,0,0,254649785,38632913,10732207,381796588,0,254649785,38632913,10732207,0,0,0,7,0,0,0,0,62025,0,0,0,0,0,0,0,0,2193368,0,694917,0,0,0,0,0,0,0,0,0,0,0,36891,0,0,0,0,0,0,0,0,1057508,575,73078,539038,21979,116022,63514,0,0,0,0,13928,4417,13555248,0,0,38859245,0,0,0,0,5315295,1089687,0,0,0,0,2155,4195,1066,12279,0,0,19695,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,2888285,0,192578,1037347,0,128457,0,0,0,0,0,0,0,0,0,0,891634,29863647,0,0,0,0,0,0,0,0,0,0,75931587,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,46211104,0,0,0,0,0,0,0,0,0,25502905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12826,3/31/2026 0:00:00,6437,0,0,0,0,2713049,121317,0,3501409,0,2713049,121317,0,0,0,0,19,0,0,0,0,62025,0,0,0,0,0,0,0,0,166993,0,55928,0,0,0,0,0,0,0,0,0,0,0,3393,0,0,0,0,0,0,0,0,12027,0,0,44305,0,7311,21344,0,0,0,0,2605,53735,643928,0,0,262145,0,0,0,0,0,90744,0,0,0,0,38,0,4,407,3,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222921,0,-2276,51442,0,-3862,0,19891,0,0,0,0,0,0,0,0,9930,2210853,0,0,0,0,0,0,0,0,0,0,669514,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12837,3/31/2026 0:00:00,6446,0,0,0,0,6826455,424845,138119,9175866,0,6826455,424845,138119,0,0,0,7,0,0,0,0,92025,0,0,0,0,0,0,0,0,60984,0,50601,0,0,0,0,0,0,0,0,0,0,0,11896,0,0,0,0,0,0,0,0,58213,0,1673,16425,0,2911,18675,0,0,0,0,0,3071,358413,0,0,2009792,0,0,0,0,0,604915,0,0,0,0,67,477,26,1055,27,29,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,111585,0,22156,20295,0,5478,0,145000,1712,0,0,0,0,0,0,0,351971,4833548,0,0,0,0,0,0,0,0,0,0,1618190,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159100,0,0,613930,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12847,3/31/2026 0:00:00,6453,0,0,0,0,17599309,0,0,22067994,0,18592309,0,0,0,0,0,18,0,0,0,0,32025,0,0,0,0,0,0,0,0,211813,0,33298,0,0,0,0,0,0,0,0,0,0,0,28350,0,0,0,0,0,0,0,0,107820,2181,9733,25395,3000,21097,26277,0,0,0,0,1500,2977,1353017,0,0,2892568,0,0,0,0,724577,822645,0,0,0,0,111,944,34,1522,88,0,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,245111,0,28350,59800,0,-3264,0,6885,76898,0,0,0,0,0,0,0,226024,2480691,0,0,0,0,0,0,0,0,0,0,2591127,1174,0,0,0,24069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782747,0,0,782747,950000,0,0,167552,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12852,3/31/2026 0:00:00,6456,0,0,0,0,46026528,1697693,0,60127190,0,46026528,1697693,0,0,0,0,6,0,0,0,0,122025,0,0,0,0,0,0,0,0,506618,0,201222,0,0,0,0,0,0,0,0,0,0,0,49078,0,0,0,0,0,0,0,0,231493,8977,58063,88837,30475,9298,59723,0,0,0,0,2681,7672,11090311,0,0,9838336,0,0,0,0,0,615523,0,0,0,0,134,1357,81,4693,0,0,6265,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,707840,0,155194,90240,0,204460,0,180746,0,0,0,0,0,0,0,0,537682,3539432,0,0,0,0,0,0,0,0,0,0,12288079,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12858,3/31/2026 0:00:00,6459,0,0,0,0,374130987,16204337,1230916,447018997,0,374388849,16204337,1230916,0,0,0,61,0,0,0,0,62025,0,0,0,0,0,0,0,0,5121321,0,546823,0,0,0,0,0,0,0,0,0,0,0,1100913,0,0,0,0,0,0,0,0,4224428,6429,494405,1864780,271736,504340,136961,0,0,0,0,19070,0,97567905,0,0,90125557,0,0,0,0,2346117,14980198,0,0,500,20850,3044,16593,226,33142,0,1681,54687,0,0,0,0,0,0,0,0,0,0,0,0,0,131,12,0,0,0,0,0,0,5668144,0,4799612,1991712,0,579291,0,28287,0,0,0,0,0,0,0,0,4271359,52020742,0,0,0,0,0,0,0,0,-34308,0,47173348,1055,0,0,0,1684062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57617202,0,0,7086320,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12859,3/31/2026 0:00:00,6460,0,0,0,0,1664966,10148,0,2329380,0,1706353,10148,0,0,0,0,4,0,0,0,0,102025,0,0,0,0,0,0,0,0,18592,0,1864,0,0,0,0,0,0,0,0,0,0,0,2258,0,0,0,0,0,0,0,0,0,0,0,9552,0,1777,1290,0,0,0,0,0,0,1100436,0,0,244993,0,0,0,0,0,47438,0,0,0,15000,6,0,0,993,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20456,0,17258,1478,0,23117,0,438,0,0,0,0,0,0,0,0,2840,742283,0,0,0,0,0,0,0,0,0,0,608272,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15293,1695.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12873,3/31/2026 0:00:00,6469,0,0,0,0,7828407,0,0,9291806,0,7828407,0,0,0,0,0,7,0,0,0,0,122025,0,0,0,0,0,0,0,0,106259,0,16835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45140,538,1250,15122,2000,2383,3024,0,0,0,0,396,1000,1473735,0,0,2139351,0,0,0,0,0,1346757,0,0,0,0,88,0,0,1062,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,123094,0,0,29277,0,22964,10000,0,0,0,0,0,0,0,0,0,0,1016267,0,0,0,0,0,0,0,0,0,0,1438048,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12877,3/31/2026 0:00:00,6471,0,0,0,0,50098238,236294,20472,57813168,0,50098238,236294,20472,0,0,0,33,0,0,0,0,32026,0,0,0,0,0,0,0,0,457930,0,244579,0,0,0,0,0,0,0,0,0,0,0,90720,0,0,0,0,0,0,0,0,195633,3805,11956,184186,18457,14603,281541,0,0,0,0,0,20729,7381129,0,0,4032569,0,0,0,0,1465916,4132240,0,0,0,9089,116,2712,181,4506,740,312,8567,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,702509,0,165018,126864,0,-16031,0,579867,108286,0,0,0,0,0,0,0,382905,9625344,0,0,0,0,0,0,0,0,0,0,7170886,1240,0,0,0,15583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,731043,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,3/31/2026 0:00:00,6478,0,0,0,0,113056289,805788,199018,129127549,0,113056289,805788,199018,0,0,0,15,0,0,0,0,82025,0,0,0,0,0,0,0,0,1738541,25002,82006,0,0,0,0,0,0,0,0,0,0,0,342118,0,0,0,0,0,0,0,0,762858,26093,76635,468312,81203,26176,64897,0,0,0,0,4618,82174,14759115,0,0,832237,0,0,0,0,0,828649,0,0,-29180,115,1090,8946,0,11634,0,307,21977,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,1795545,0,709421,442386,0,366106,0,184900,2194,0,480000,0,0,0,0,0,4029908,3857061,0,0,0,0,0,0,0,0,0,0,11004300,852,0,34150312,0,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1331417,0,0,0,0,0,0,2100000,0,2100000,31549728,0,0,1019312,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,3/31/2026 0:00:00,6480,0,0,0,0,35785046,1178608,0,42270730,0,35785046,1178608,0,0,0,0,34,0,0,0,0,62025,0,0,0,0,0,0,0,0,372112,0,193270,0,0,0,0,0,0,0,0,0,0,0,36433,0,0,0,0,0,0,0,0,162213,26574,28354,71063,5983,19132,68516,0,0,0,0,0,5645,4095177,0,0,4479543,0,0,0,0,1352715,3384191,0,0,0,253,147,885,49,5047,0,0,6128,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,565382,0,64018,130467,0,111453,0,47701,37162,0,0,0,0,0,0,0,683102,1256076,0,0,0,0,0,0,0,0,0,0,5227433,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,765329,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12898,3/31/2026 0:00:00,6482,0,0,0,0,11621866,4207294,0,17231223,0,11621866,4207294,0,0,0,0,27,0,0,0,0,62025,0,0,0,0,0,0,0,0,106896,0,59365,0,0,0,0,0,0,0,0,0,0,0,17914,0,0,0,0,0,0,0,0,67658,0,5862,31485,681,569,28218,0,0,0,0,0,6752,2596214,0,0,3039033,0,0,0,0,85829,669660,0,0,0,0,126,417,2,1378,126,0,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,166261,0,21573,41158,0,4451,0,4527,0,0,0,0,0,0,0,0,131061,1468554,0,0,0,0,0,0,0,0,0,0,1502005,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706000,0,0,196093,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
