"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
452,3/31/2026 0:00:00,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3851024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3851024,0,0,0,0,0,9,5,8,0,0,0,1,5,0,0,1,5,5,0,0,0,0,9,14,80,84,0,0,0,0,0,0,27
464,3/31/2026 0:00:00,246,0,0,0,0,0,0,463574,0,0,0,0,0,0,0,10309006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12171473,0,0,0,0,1398893,20,65,0,0,19,0,0,1,2,45,20,46,66,0,0,18,0,19,85,134,80,0,0,0,0,0,0,22
473,3/31/2026 0:00:00,252,0,0,0,0,0,0,128866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,1311767,0,0,0,0,1146901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,14,35,0,0,0,0,0,297
475,3/31/2026 0:00:00,253,0,0,0,0,0,0,290110,0,0,0,0,0,0,0,4351310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659157,0,0,0,0,17737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,40,0,0,0,0,0,0,85
477,3/31/2026 0:00:00,255,0,0,0,0,0,0,2407952,0,0,0,0,0,0,0,7792716,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,1015730,0,0,0,11216398,0,0,0,0,0,27,1,0,0,0,0,0,0,13,1,27,1,28,0,0,14,0,0,28,320,292,0,0,0,0,0,0,49
484,3/31/2026 0:00:00,257,0,0,0,0,0,0,3583644,0,0,0,0,0,0,0,1086302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4669946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,62,0,0,0,0,0,0,2
489,3/31/2026 0:00:00,259,0,0,0,0,0,0,9104898,0,0,0,0,0,0,0,25301536,0,0,0,0,0,0,0,0,0,14452671,0,0,0,0,0,0,0,0,37084684,0,0,0,0,2678250,206,12,0,2,0,0,30,1,9,10,85,12,189,114,0,42,0,86,218,23,215,0,3,5,0,0,8,218
490,3/31/2026 0:00:00,260,0,0,0,0,0,0,925943,0,0,0,0,0,0,0,6831254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967318,0,0,304458,9446789,0,0,0,0,417816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,91,0,0,0,0,0,0,219
511,3/31/2026 0:00:00,271,0,0,0,0,0,0,10165297,0,0,0,0,0,0,0,24534857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381089,0,0,0,38046493,0,0,0,0,2965250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,443,0,0,0,0,0,0,72
514,3/31/2026 0:00:00,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259464,0,0,0,0,91084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
517,3/31/2026 0:00:00,274,0,0,0,0,0,0,4125865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129686,0,0,0,4255551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,144,0,0,0,0,0,0,157
524,3/31/2026 0:00:00,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,3/31/2026 0:00:00,277,0,0,0,0,0,0,293861389,0,0,0,0,0,0,0,64949560,0,0,0,0,0,0,0,0,0,21527540,0,0,0,0,2438727,0,0,6848055,369528125,0,0,0,0,1430394,384,10,0,202,0,0,21,0,100,8,157,10,167,25,0,21,0,227,394,571,3161,0,0,0,0,0,0,434
538,3/31/2026 0:00:00,282,0,0,0,0,0,0,161320,0,0,0,0,0,0,0,1356061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418465,0,0,0,3733472,0,0,0,0,797626,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,71,25,0,0,0,0,0,0,9
566,3/31/2026 0:00:00,290,0,0,0,0,0,0,231075455,0,0,0,0,0,0,0,258346088,0,0,0,0,0,0,0,0,0,12537211,0,0,0,0,10257627,0,0,20258741,567162906,0,0,0,0,47224995,378,15,13,8,0,0,22,0,88,8,220,15,235,137,0,84,7,158,393,3423,3475,0,0,0,0,0,0,9815
567,3/31/2026 0:00:00,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
577,3/31/2026 0:00:00,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267,0,0,0,155320,0,0,0,0,151053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
594,3/31/2026 0:00:00,302,0,0,0,0,0,0,17075071,0,0,0,0,0,0,0,35328218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623418,62028791,0,0,0,0,8002084,0,26,0,0,0,0,0,2,0,6,0,26,26,0,0,0,18,0,26,269,449,0,0,0,0,0,0,217
606,3/31/2026 0:00:00,307,0,0,0,0,0,0,9564936,0,0,0,0,0,0,0,5062003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14626939,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,328,443,0,0,0,0,0,0,167
609,3/31/2026 0:00:00,309,0,0,0,0,0,0,38221,0,0,0,0,0,0,0,797610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,69
613,3/31/2026 0:00:00,311,0,0,0,0,0,0,905318,0,0,0,0,0,0,0,605565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388872,0,0,0,2533355,0,0,0,0,633600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,38,0,0,0,0,0,0,136
616,3/31/2026 0:00:00,314,0,0,0,0,0,0,1316484,0,0,0,0,0,0,0,1983216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613247,0,0,0,0,313547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,76,0,0,0,0,0,0,14
619,3/31/2026 0:00:00,316,0,0,0,0,0,0,256670432,0,0,0,0,0,0,0,19682951,0,0,0,0,0,0,0,0,0,715985,0,0,0,0,12950695,0,0,0,290294673,0,0,0,0,990595,125,8,0,97,0,0,3,5,16,2,22,8,30,6,0,2,1,103,133,666,2810,3184,0,0,0,0,0,1933
620,3/31/2026 0:00:00,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,8,0,0,0,0,0,0,97
624,3/31/2026 0:00:00,321,0,0,0,0,0,0,81269310,0,0,0,0,0,0,0,88641795,0,0,0,0,0,0,0,0,0,2426241,0,0,0,0,31419909,0,0,0,213148555,0,0,0,0,11817541,94,93,2,51,0,0,4,10,3,59,8,88,96,33,5,1,18,91,187,709,4739,0,0,0,0,0,0,517
640,3/31/2026 0:00:00,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,24,0,0,0,0,0,0,20
644,3/31/2026 0:00:00,330,0,0,0,0,0,0,23372797,0,0,0,0,0,0,0,9245842,0,0,0,0,0,0,0,0,0,225173,0,0,0,0,0,0,0,3452213,39349502,0,0,0,0,3278650,6,1,0,4,0,0,2,1,0,0,2,1,2,0,0,0,0,4,7,83,858,15,0,0,0,0,0,243
649,3/31/2026 0:00:00,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200374,0,0,0,0,843013,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,0,7,314,749,0,0,0,0,0,0,147
663,3/31/2026 0:00:00,341,0,0,0,0,0,0,275454,0,0,0,0,0,0,0,1779529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,12
665,3/31/2026 0:00:00,342,0,0,0,0,0,0,21399499,0,0,0,0,0,0,0,23061080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11959,0,0,11026536,64923624,0,0,0,0,9424550,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,387,456,0,0,0,0,0,0,790
687,3/31/2026 0:00:00,352,0,0,0,0,0,0,5668594,0,0,0,0,0,0,0,4175019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56608,0,0,13300,10871221,0,0,0,0,957700,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,106,157,0,0,0,0,0,0,632
690,3/31/2026 0:00:00,353,0,0,0,0,0,0,6606946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189128,8796074,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,13,231,153,0,0,0,0,0,0,210
716,3/31/2026 0:00:00,364,0,0,0,0,0,0,1832540,0,0,0,0,0,0,0,1291244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9867,0,0,3750,3137401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,233,0,0,0,0,0,0,16
761,3/31/2026 0:00:00,375,0,0,0,0,0,0,14502380,0,0,0,0,0,0,0,5778012,0,0,0,0,0,0,0,0,0,1940673,0,0,0,0,1609563,0,0,18980,21983930,0,0,0,0,74995,115,5,2,11,0,0,33,0,10,3,45,5,50,57,0,2,0,70,120,230,299,5,0,0,0,0,0,376
770,3/31/2026 0:00:00,378,0,0,0,0,0,0,2435517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,0,0,0,0,811353,0,0,0,3720061,0,0,0,0,473191,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,277,164,0,0,0,0,0,0,955
785,3/31/2026 0:00:00,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6379,0,0,0,0,6379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,11,0,0,0,0,0,0,27
794,3/31/2026 0:00:00,390,0,0,0,0,0,0,3420730,0,0,0,0,0,0,0,5388222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194722,9862474,0,0,0,0,858800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,150,0,0,0,0,0,0,52
795,3/31/2026 0:00:00,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
798,3/31/2026 0:00:00,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
808,3/31/2026 0:00:00,398,0,0,0,0,0,0,19685094,0,0,0,0,0,0,0,118986839,0,0,0,0,0,0,0,0,0,30763751,0,0,0,0,5108568,0,0,2021463,147875484,0,0,0,0,2073520,239,42,0,1,0,0,64,12,71,14,170,29,199,68,13,9,1,82,281,1151,1131,2,0,0,1,0,1,1645
817,3/31/2026 0:00:00,401,0,0,0,0,0,0,3063514,0,0,0,0,0,0,0,1898136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944145,0,0,0,8005794,0,0,0,0,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,152,0,0,0,0,0,0,12
818,3/31/2026 0:00:00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,68
832,3/31/2026 0:00:00,409,0,0,0,0,0,0,737420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045465,0,0,0,3796339,0,0,0,0,13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,46,0,0,0,0,0,0,352
839,3/31/2026 0:00:00,414,0,0,0,0,0,0,983654,0,0,0,0,0,0,0,5165614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580294,6729562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,28
841,3/31/2026 0:00:00,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,222010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,42
845,3/31/2026 0:00:00,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21752,0,0,0,899596,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,0,1,13,0,0,0,20,14,153,85,0,0,0,0,0,0,293
850,3/31/2026 0:00:00,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44337,0,0,1202834,5397700,0,0,0,0,1178960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,14,29,0,0,0,0,0,187
851,3/31/2026 0:00:00,421,0,0,0,0,0,0,3194824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,27
854,3/31/2026 0:00:00,423,0,0,0,0,0,0,7902894,0,0,0,0,0,0,0,18568622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134892,0,0,0,42697790,0,0,0,0,16091382,3,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,0,1,3,334,792,0,0,0,0,0,0,290
856,3/31/2026 0:00:00,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437834,1650591,0,0,0,0,587738,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,43,5,0,0,0,0,0,0,140
857,3/31/2026 0:00:00,426,0,0,0,0,0,0,463531878,0,0,0,0,0,0,0,575180727,0,0,0,0,0,0,0,0,0,14290752,0,0,0,0,1224384,0,0,0,1084229653,0,0,0,0,44292664,403,21,7,75,0,0,42,5,146,15,207,20,227,114,1,19,0,197,424,7446,4679,0,0,0,0,0,0,761
858,3/31/2026 0:00:00,427,0,0,0,0,0,0,395985,0,0,0,0,0,0,0,1371309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117167,0,0,921576,3385717,0,0,0,0,579680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,136,0,0,0,0,0,0,16
871,3/31/2026 0:00:00,432,0,0,0,0,0,0,2665350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4513255,7263521,0,0,0,0,84916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,47,0,0,0,0,0,504
872,3/31/2026 0:00:00,433,0,0,0,0,0,0,7544993,0,0,0,0,0,0,0,9948340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6235000,0,0,0,23728333,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,3,0,3,0,0,0,0,1,4,178,203,154,0,0,0,0,0,232
884,3/31/2026 0:00:00,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
887,3/31/2026 0:00:00,444,0,0,0,0,0,0,26465994,0,0,0,0,0,0,0,7774118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541283,0,0,319861,35965668,0,0,0,0,864412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,854,0,0,0,0,0,0,489
888,3/31/2026 0:00:00,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
909,3/31/2026 0:00:00,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,17,0,0,0,0,0,0,132
911,3/31/2026 0:00:00,457,0,0,0,0,0,0,13176630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4137,0,0,0,0,0,0,0,0,14679390,0,0,0,0,1502760,15,31,0,1,0,0,0,0,12,31,12,31,43,2,0,0,0,3,46,816,385,24,0,0,0,0,0,708
916,3/31/2026 0:00:00,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
926,3/31/2026 0:00:00,465,0,0,0,0,0,0,250527,0,0,0,0,0,0,0,7721413,0,0,0,0,0,0,0,0,0,181750,0,0,0,0,2043251,0,0,0,10458791,0,0,0,0,443600,57,3,4,30,0,0,11,3,2,0,13,3,16,10,0,0,0,44,60,387,77,4,0,0,0,0,0,188
930,3/31/2026 0:00:00,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,3/31/2026 0:00:00,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41866,0,0,926728,1699000,0,0,0,0,80717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,88,0,0,0,0,0,0,7
943,3/31/2026 0:00:00,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1
946,3/31/2026 0:00:00,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16878,0,0,0,1267696,0,0,0,0,115606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,0,0,0,0,0,0,378
948,3/31/2026 0:00:00,476,0,0,0,0,0,0,110718497,0,0,0,0,0,0,0,623451267,0,0,0,0,0,0,0,0,0,145616008,0,0,0,0,13749673,0,0,0,753673156,0,0,0,0,5753719,2289,0,16,1368,0,0,207,0,338,0,763,0,763,140,0,63,0,1526,2289,2663,5646,0,7,2,0,0,9,732
951,3/31/2026 0:00:00,477,0,0,0,0,0,0,801781,0,0,0,0,0,0,0,1682660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583227,0,0,0,0,98786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,61
960,3/31/2026 0:00:00,482,0,0,0,0,0,0,13116411,0,0,0,0,0,0,0,21300485,0,0,0,0,0,0,0,0,0,6688882,0,0,0,0,390224,0,0,5461886,46905004,0,0,0,0,6635998,185,0,1,13,0,0,27,0,12,0,79,0,79,40,0,12,0,106,185,383,266,0,27,52,0,0,79,1008
967,3/31/2026 0:00:00,486,0,0,0,0,0,0,6660341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6747574,0,0,397065,14391975,0,0,0,0,586995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,746,0,0,0,0,0,0,233
986,3/31/2026 0:00:00,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
988,3/31/2026 0:00:00,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253741,0,0,0,3982813,0,0,0,0,629712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,141,0,0,0,0,0,0,152
1000,3/31/2026 0:00:00,500,0,0,0,0,0,0,5362947,0,0,0,0,0,0,0,8300461,0,0,0,0,0,0,0,0,0,395074,0,0,0,0,0,0,0,324898,15956900,0,0,0,0,1968594,56,1,5,0,0,0,7,1,14,0,27,1,26,24,0,6,0,29,57,10,81,0,0,0,0,0,0,316
1015,3/31/2026 0:00:00,509,0,0,0,0,0,0,10052329,0,0,0,0,0,0,0,4837026,0,0,0,0,0,0,0,0,0,2973000,0,0,0,0,246527,0,0,566935,16313097,0,0,0,0,610280,34,5,1,0,0,0,15,0,12,3,33,3,36,0,2,6,0,3,39,344,391,0,0,0,0,0,0,105
1021,3/31/2026 0:00:00,512,0,0,0,0,0,0,5764166,0,0,0,0,0,0,0,29962520,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,45707,0,0,1158921,40015814,0,0,0,0,3084500,0,89,0,0,0,0,0,2,0,1,0,4,4,0,85,0,0,85,89,93,589,4,0,0,0,0,0,27
1022,3/31/2026 0:00:00,513,0,0,0,0,0,0,48103312,0,0,0,0,0,0,0,193280855,0,0,0,0,0,0,0,0,0,2335380,0,0,0,0,14643161,0,0,5756195,342480909,0,0,0,0,80697386,216,2,1,41,0,0,96,1,20,1,130,2,133,44,0,13,0,474,218,3949,3270,0,0,0,0,0,0,4718
1034,3/31/2026 0:00:00,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1040,3/31/2026 0:00:00,524,0,0,0,0,0,0,92454138,0,0,0,0,0,0,0,52192398,0,0,0,0,0,0,0,0,0,14724244,0,0,0,0,6580333,0,0,0,172590061,0,0,0,0,21363192,292,3,0,30,0,0,110,3,55,0,237,3,240,25,0,60,0,55,295,1822,1369,0,1,0,0,0,1,1500
1049,3/31/2026 0:00:00,527,0,0,0,0,0,0,9295197,0,0,0,0,0,0,0,5428078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200205,0,0,0,15021346,0,0,0,0,97866,21,0,0,0,0,0,0,0,0,0,6,0,6,15,0,6,0,15,21,124,247,0,0,0,0,0,0,33
1059,3/31/2026 0:00:00,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,0,0,0,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1068,3/31/2026 0:00:00,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367006,0,0,0,0,367006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,27
1074,3/31/2026 0:00:00,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4315,20,1349,354,0,0,220,3,57,11,309,20,329,2303,0,32,6,4006,4335,1103,1553,14,0,0,0,0,0,1212
1077,3/31/2026 0:00:00,536,0,0,0,0,0,0,2819961,0,0,0,0,0,0,0,4296176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7116137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,207,0,0,0,0,0,0,8
1080,3/31/2026 0:00:00,537,0,0,0,0,0,0,313141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317472,0,0,0,0,4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,0,0,0,0,0,70
1086,3/31/2026 0:00:00,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,93
